,titles,Type,Processor_Name,RAM,Graphic_Processor,Operating_System,Touchscreen,Screen_Size,Screen_Resolution,Weight,MSOffice,EMMC,SSD_Capacity,HDD_Capacity,prices,links_list
589,"ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) H7600ZW-L711WS Creator Laptop  (16 inch, Mineral Black, 2.40 Kg, With MS Office)",Creator Laptop,Core i7,32 GB,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,No,40.64 cm (16 inch),3840 x 2400 Pixel,2.40 Kg,Yes,NO,1 TB,NO HDD,"₹2,39,990",https://www.flipkart.com/asus-proart-studiobook-16-oled-2022-dial-core-i7-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-h7600zw-l711ws-creator-laptop/p/itmb40d6c0fde91b?pid=COMGGBGRYJF4RN9S&lid=LSTCOMGGBGRYJF4RN9SF37VUV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_590&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGGBGRYJF4RN9S.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
590,"ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G513IE-HN088WS Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.10 Kg,Yes,NO,512 GB,NO HDD,"₹82,990",https://www.flipkart.com/asus-rog-strix-g15-ryzen-7-octa-core-4800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-g513ie-hn088ws-gaming-laptop/p/itm602646803791f?pid=COMGKAVG86HHP85Y&lid=LSTCOMGKAVG86HHP85YFFE9B1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_591&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGKAVG86HHP85Y.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
591,"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) IdeaPad Gaming3 15ACH6D2 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 Kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 Kg,Yes,NO,512 GB,NO HDD,"₹76,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-15ach6d2-laptop/p/itmd92c6762aa792?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_592&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_zUJJjOAp9JxWK%2Fig3JQS0rgVjtI%2BFrIxXs20b1wkLT178b12Uvwt%2FK8TUdwcNduPo%2F5EHTIhD9ESOjDfMDQZ0w%3D%3D&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
592,"Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Blue, 1.58 Kg)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.58 Kg,No,NO,512 GB,NO HDD,"₹42,990",https://www.flipkart.com/infinix-inbook-x2-plus-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm0bd5fa1ed5c15?pid=COMGGQE9RYZSAYHY&lid=LSTCOMGGQE9RYZSAYHYYEFLI1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_593&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGGQE9RYZSAYHY.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
593,"ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RX 6700S- 8GB) GA402RJ-L8181WS Gaming Laptop  (14 inch, White, With MS Office)",Gaming Laptop,Ryzen 7 Quad Core,16 GB,NVIDIA GeForce RTX RX 6700S- 8GB,Windows 11 Home,No,35.56 cm (14 inch),1080x1920$$Pixels pixel,nan,Yes,NO,1 TB,1 TB,"₹1,60,990",https://www.flipkart.com/asus-ryzen-7-quad-core-10th-gen-16-gb-1-tb-hdd-1-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-rx-6700s-8gb-ga402rj-l8181ws-gaming-laptop/p/itm7c726ec5e9328?pid=COMGH3XBQUDKAMCA&lid=LSTCOMGH3XBQUDKAMCABKJM2S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_594&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGH3XBQUDKAMCA.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
594,"Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Light Laptop  (14 inch, Storm Grey, 1.55 Kg, With MS Office)",Thin and Light Laptop,Ryzen 5 Hexa Core,16 GB,AMD Radeon Radeon,Windows 11 Home,Yes,35.56 cm (14 inch),1920 x 1200 Pixel,1.55 Kg,Yes,NO,512 GB,NO HDD,"₹63,201",https://www.flipkart.com/lenovo-ideapad-flex-5-ryzen-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-14alc7-thin-light-laptop/p/itm9d1cc93a985c9?pid=COMGGR9SYEE2CZT8&lid=LSTCOMGGR9SYEE2CZT86SK4IB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_595&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGGR9SYEE2CZT8.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
595,"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹62,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_596&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_zUJJjOAp9JxWK%2Fig3JQS0rgVjtI%2BFrIxXs20b1wkLT2jWJQc1fwzUhniYb38GvYCTEipF3611LaPj1IjRnzCBQ%3D%3D&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
596,"HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",Thin and Light Laptop,Ryzen 5 Hexa Core,8 GB,AMD Radeon Radeon Graphics,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,1.75 Kg,Yes,NO,512 GB,NO HDD,"₹54,829",https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-15-eh2018au-thin-light-laptop/p/itmcc2338c9ebf6f?pid=COMGCGST8ZYGUDGT&lid=LSTCOMGCGST8ZYGUDGTGBWB2Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_597&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGCGST8ZYGUDGT.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
597,"HP 15s Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)",Thin and Light Laptop,Ryzen 3 Quad Core,8 GB,AMD Radeon,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,1.69 Kg,Yes,NO,512 GB,NO HDD,"₹41,117",https://www.flipkart.com/hp-15s-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-10-home-15s-eq2042au-thin-light-laptop/p/itm29290ccf5ad2b?pid=COMG56SQHHEUNGJP&lid=LSTCOMG56SQHHEUNGJP6SVVDU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_598&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMG56SQHHEUNGJP.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
598,"ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) H7600ZM-L901WS Creator Laptop  (16 inch, Mineral Black, 2.40 kg, With MS Office)",Creator Laptop,Core i9,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,40.64 cm (16 inch),3840 x 2400$$Pixels pixel,2.40 kg,Yes,NO,1 TB,NO HDD,"₹2,19,990",https://www.flipkart.com/asus-proart-studiobook-16-oled-2022-dial-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-h7600zm-l901ws-creator-laptop/p/itmaa032eb2a9889?pid=COMGGBGRGFN6EHV5&lid=LSTCOMGGBGRGFN6EHV5EOAKG4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_599&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGGBGRGFN6EHV5.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
599,"ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA506ICB-HN075W Gaming Laptop  (15.6 inch, Graphite Black, 2.3 kg)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,2.3 kg,No,NO,512 GB,NO HDD,"₹85,990",https://www.flipkart.com/asus-tuf-gaming-a15-ryzen-7-octa-core-4800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa506icb-hn075w-laptop/p/itmb726889009888?pid=COMGGSXMHKHRX7P3&lid=LSTCOMGGSXMHKHRX7P38CZLBU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_600&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGGSXMHKHRX7P3.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
600,"MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) Pulse GL66 12UEK-046IN Gaming Laptop  (15.6 inch, Gray, 2.25 kg)",Gaming Laptop,Core i7,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,2.25 kg,No,NO,1 TB,NO HDD,"₹1,40,990",https://www.flipkart.com/msi-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-pulse-gl66-12uek-046in-gaming-laptop/p/itm2d935500977da?pid=COMGAE6BYT2KRN4P&lid=LSTCOMGAE6BYT2KRN4PDKM7YC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_601&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMGAE6BYT2KRN4P.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
601,"acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Light Laptop  (15.6 inch, White, 1.5 kg)",Thin and Light Laptop,Core i5,8 GB,AMD Radeon RX Vega M GL,Windows 10 Home,No,39.62 cm (15.6 inch),3840 x 2160 Pixel,1.5 kg,No,NO,512 GB,NO HDD,"₹1,00,500",https://www.flipkart.com/acer-conceptd-5-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-cn515-51-thin-light-laptop/p/itm486d20a0cbf99?pid=COMFNACXBRGGR8YC&lid=LSTCOMFNACXBRGGR8YCAOEMIS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_602&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMFNACXBRGGR8YC.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
602,"Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Red, 1.58 Kg)",Thin and Light Laptop,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.58 Kg,No,NO,512 GB,NO HDD,"₹35,990",https://www.flipkart.com/infinix-inbook-x2-plus-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm41eefb9b5a618?pid=COMGGQE9GJJK6HGR&lid=LSTCOMGGQE9GJJK6HGR7MUNUG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_603&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMGGQE9GJJK6HGR.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
603,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹54,830",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWOF4RUE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_604&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_HGfP32luyK7l0cmaHVaHvAAAGROz7qSQ3Dyu0IXoSA%2F7esKVVQ7CnxyX0sLouw4EZEBRS%2FNEoNoresmrUJkL9w%3D%3D&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
604,"Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10 Home) E41-55 Thin and Light Laptop  (14 Inch, Grey, 1.59 Kg)",Thin and Light Laptop,Athlon Dual Core,4 GB,AMD Radeon AMD,Windows 10 Home,No,35.56 cm (14 Inch),1366 x 768 Pixels,1.59 Kg,No,NO,256 GB,NO HDD,"₹20,990",https://www.flipkart.com/lenovo-athlon-dual-core-3050u-4-gb-256-gb-ssd-windows-10-home-e41-55-thin-light-laptop/p/itm7046654fe9aa8?pid=COMGKYGDHKXFSVZC&lid=LSTCOMGKYGDHKXFSVZCUITHDH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_605&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMGKYGDHKXFSVZC.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
605,"ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/AMD Radeon RX 6800M/165 Hz) G513QY-HQ032WS Gaming Laptop  (15.6 inch, Original Black, 2.50 Kg, With MS Office)",Gaming Laptop,Ryzen 9 Octa Core,16 GB,AMD Radeon RX 6800M,Windows 11 Home,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,2.50 Kg,Yes,NO,1 TB,NO HDD,"₹1,50,990",https://www.flipkart.com/asus-rog-strix-g15-advantage-90whr-battery-ryzen-9-octa-core-5980hx-16-gb-1-tb-ssd-windows-11-home-12-gb-graphics-amd-radeon-rx-6800m-165-hz-g513qy-hq032ws-gaming-laptop/p/itmca584c497cc66?pid=COMGE73KXAHEFJUP&lid=LSTCOMGE73KXAHEFJUPNHO2UR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_606&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMGE73KXAHEFJUP.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
606,"Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Ideapad 3 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.65 KG, With MS Office)",Thin and Light Laptop,Core i3,4 GB,Intel Integrated,Windows 10 Home,No,39.62 cm (15.6 Inch),1920x1080 pixel,1.65 KG,Yes,NO,256 GB,NO HDD,"₹40,200",https://www.flipkart.com/lenovo-ideapad-slim-3i-2021-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3-15iml05-thin-light-laptop/p/itm736c77c8d2ad1?pid=COMG54ZH8A3KHCQP&lid=LSTCOMG54ZH8A3KHCQPBGSKIZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_607&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMG54ZH8A3KHCQP.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
607,"Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 82JQ00JCIN|82JQ0062IN|82JQ011FIN Gaming Laptop  (16 inch, Storm Grey (top), Black (bottom), 2.45 kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,40.64 cm (16 inch),2560 x 1600 Pixel,2.45 kg,Yes,NO,1 TB,NO HDD,"₹1,31,490",https://www.flipkart.com/lenovo-legion-5-pro-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-82jq00jcin-82jq0062in-82jq011fin-gaming-laptop/p/itmb0758282c84db?pid=COMG6ZFCB5CP39HX&lid=LSTCOMG6ZFCB5CP39HXUACVZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_608&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_HGfP32luyK7l0cmaHVaHvAAAGROz7qSQ3Dyu0IXoSA9EneiCII%2BEi8vL%2FDRZk4ysLxrrwQN2u3aHPvxWb%2FlLog%3D%3D&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
608,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 2.38 kg, With MS Office)",Thin and Light Laptop,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.38 kg,Yes,NO,256 GB,NO HDD,"₹33,990",https://www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-15iml05-thin-light-laptop/p/itmd1871bfcde765?pid=COMG6AKVAHWTHAQG&lid=LSTCOMG6AKVAHWTHAQGXUICJF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_609&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMG6AKVAHWTHAQG.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
609,"Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.2 kg,No,NO,512 GB,NO HDD,"₹60,490",https://www.flipkart.com/lenovo-ideapad-gaming-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15arh05-laptop/p/itmcbdc4f7993749?pid=COMG36BSV74DD6JX&lid=LSTCOMG36BSV74DD6JXOQNPOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_610&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMG36BSV74DD6JX.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
610,"ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/240 Hz) GA503RM-LN143WS Gaming Laptop  (15.6 inch, Eclipse Gray, 1.90 kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,1.90 kg,Yes,NO,1 TB,NO HDD,"₹1,62,990",https://www.flipkart.com/asus-rog-zephyrus-g15-2022-90whr-battery-ryzen-7-octa-core-6800hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-240-hz-ga503rm-ln143ws-gaming-laptop/p/itm2669909dde358?pid=COMGFWCYTFZZGFSP&lid=LSTCOMGFWCYTFZZGFSP9HLA1Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_26_611&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=4ec73970-c59d-419c-b875-02b038273373.COMGFWCYTFZZGFSP.SEARCH&ppt=None&ppn=None&ssid=75djhceji80000001677668577195&qH=312f91285e048e09
