,titles,Type,Processor_Name,RAM,Graphic_Processor,Operating_System,Touchscreen,Screen_Size,Screen_Resolution,Weight,MSOffice,EMMC,SSD_Capacity,HDD_Capacity,prices,links_list
253,"DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop  (13.3 inch, Platinum Silver, With MS Office)",Laptop,Core i7,16 GB,Intel Integrated intel,Windows 11 Home,No,33.78 cm (13.3 inch),2560 x 1600$$Pixels pixel,nan,Yes,NO,512 GB,NO HDD,"₹89,990",https://www.flipkart.com/dell-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-inspiron-5320-laptop/p/itm0262b10af752d?pid=COMGG9XUZGZVNNZK&lid=LSTCOMGG9XUZGZVNNZK8RSAXL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_254&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGG9XUZGZVNNZK.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
254,"ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/Intel Integrated Iris Xe) UX8402ZE-M711WS Creator Laptop  (14.5 inch, Tech Black, 1.75 kg kg, With MS Office)",Creator Laptop,Core i7,16 GB,Intel Integrated Iris Xe,Windows 11 Home,Yes,36.83 cm (14.5 inch),2880 x 1800 Pixels,1.75 kg kg,Yes,NO,1 TB,NO HDD,"₹1,59,990",https://www.flipkart.com/asus-zenbook-pro-14-duo-oled-2022-dual-screen-touch-panel-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-intel-integrated-iris-xe-ux8402ze-m711ws-creator-laptop/p/itm2d41aba790e12?pid=COMGGBGRHDX4EHF8&lid=LSTCOMGGBGRHDX4EHF8VTNP4O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_255&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGGBGRHDX4EHF8.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
255,"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) IdeaPad Gaming3 15ACH6D2 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 Kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 Kg,Yes,NO,512 GB,NO HDD,"₹76,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-15ach6d2-laptop/p/itmd92c6762aa792?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_256&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_XMBu3bB8EsjH5QjSqmGDkOX7rJjMO0%2FGyFErTEU2sDodr3sVWnmB3B4JciUz5R9Uo%2F5EHTIhD9ESOjDfMDQZ0w%3D%3D&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
256,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",Thin and Light Laptop,Ryzen 5 Hexa Core,8 GB,AMD Radeon AMD,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,1.69 kg,Yes,NO,512 GB,NO HDD,"₹46,990",https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itm1eb242c8ec463?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_257&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGBH9JDPVGD8BH.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
257,"ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) K6500ZC-L501WS Creator Laptop  (15.6 Inch, Quiet Blue, 1.80 kg, With MS Office)",Creator Laptop,Core i5,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.80 kg,Yes,NO,512 GB,NO HDD,"₹89,990",https://www.flipkart.com/asus-vivobook-pro-15-oled-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k6500zc-l501ws-creator-laptop/p/itm2a47f74dee6c8?pid=COMGG3S9KQFGZRGB&lid=LSTCOMGG3S9KQFGZRGBIE5GJ1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_258&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGG3S9KQFGZRGB.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
258,"DELL Vostro Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light Laptop  (16 inch, Titan Grey, 1.91 kg, With MS Office)",Thin and Light Laptop,Ryzen 7 Octa Core,16 GB,AMD Radeon AMD,Windows 11 Home,No,40.64 cm (16 inch),1920 x 1080 Pixels,1.91 kg,Yes,NO,512 GB,NO HDD,"₹71,590",https://www.flipkart.com/dell-vostro-ryzen-7-octa-core-5825u-16-gb-512-gb-ssd-windows-11-home-5625-thin-light-laptop/p/itmcfb80b548c238?pid=COMGH8YQ6NGY6EUT&lid=LSTCOMGH8YQ6NGY6EUTRWBA2H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_259&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGH8YQ6NGY6EUT.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
259,"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹62,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_260&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_XMBu3bB8EsjH5QjSqmGDkOX7rJjMO0%2FGyFErTEU2sDryrCp%2FAHge0qDgc1H3%2B3%2B9TEipF3611LaPj1IjRnzCBQ%3D%3D&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
260,"ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW311WS Thin and Light Laptop  (14 Inch, Quiet Blue, 1.50 kg, With MS Office)",Thin and Light Laptop,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,1.50 kg,Yes,NO,512 GB,NO HDD,"₹46,990",https://www.flipkart.com/asus-vivobook-14-2022-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-mw311ws-thin-light-laptop/p/itmefde97f3e586f?pid=COMGHF6JGRJTQEBY&lid=LSTCOMGHF6JGRJTQEBYJVJEDG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_261&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGHF6JGRJTQEBY.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
261,"Lenovo Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)",Gaming Laptop,Core i5,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,2.25 kg,Yes,NO,256 GB,1 TB,"₹65,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ihu6-laptop/p/itmdfd2ae83ba0ec?pid=COMGEMAYUDWNRA3V&lid=LSTCOMGEMAYUDWNRA3VDJDNRD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_262&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGEMAYUDWNRA3V.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
262,"DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.65 Kg,Yes,NO,256 GB,1 TB,"₹61,490",https://www.flipkart.com/dell-core-i5-12th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itm5ddbc17018095?pid=COMGJ75HHZZ22GKF&lid=LSTCOMGJ75HHZZ22GKF3ECINV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_263&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGJ75HHZZ22GKF.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
263,"ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/300 Hz) G513RM-HF328WS Gaming Laptop  (15.6 inch, Electro Punk, 2.30 kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.30 kg,Yes,NO,1 TB,NO HDD,"₹1,37,990",https://www.flipkart.com/asus-rog-strix-g15-2022-90whr-battery-ryzen-7-octa-core-6800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-300-hz-g513rm-hf328ws-gaming-laptop/p/itm30a1d97e17750?pid=COMGFWCYXZPJZPFT&lid=LSTCOMGFWCYXZPJZPFTJOQBW7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_264&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=2541652a-c999-4e49-b9ff-fd74172e259b.COMGFWCYXZPJZPFT.SEARCH&ppt=None&ppn=None&ssid=q1p7of4dgg0000001677668566485&qH=312f91285e048e09
264,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",Thin and Light Laptop,Core i5,16 GB,Intel Integrated UHD Graphics,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.8 Kgs,Yes,NO,512 GB,NO HDD,"₹61,890",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itme54990a6ded82?pid=COMG9QVUUFXRGJGZ&lid=LSTCOMG9QVUUFXRGJGZMVPEPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_265&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMG9QVUUFXRGJGZ.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
265,"DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 Kg, With MS Office)",Gaming Laptop,Core i7,16 GB,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.65 Kg,Yes,NO,512 GB,NO HDD,"₹1,03,490",https://www.flipkart.com/dell-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-g15-5511-gaming-laptop/p/itm92d5dd5847b38?pid=COMGBHZBHNRMFBQT&lid=LSTCOMGBHZBHNRMFBQTX8NUWQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_266&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGBHZBHNRMFBQT.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
266,"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ3381WS Laptop  (15.6 inch, Indie Black, 1.8 kg, With MS Office)",Laptop,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,1.8 kg,Yes,NO,512 GB,NO HDD,"₹38,950",https://www.flipkart.com/asus-vivobook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x1500ea-ej3381ws-laptop/p/itmdc7fc5b25cd30?pid=COMGMXT5FNPRPFGZ&lid=LSTCOMGMXT5FNPRPFGZTMLOXE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_267&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGMXT5FNPRPFGZ.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
267,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹54,830",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWOF4RUE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_268&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_I%2BvhKHjyDv4wvYlFZyAD9uN686rrmIX3fTt1CsTfY0ti1WO01fg6IPLlhGJFZI%2FIZEBRS%2FNEoNoresmrUJkL9w%3D%3D&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
268,"APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1A3HN/A  (16.2 inch, Space Grey�, 2.2 kg)",Laptop,M1 Max,32 GB,NA,Mac OS Monterey,No,41.15 cm (16.2 inch),3456 x 2234 Pixel,2.2 kg,No,NO,1 TB,NO HDD,"₹3,07,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-max-32-gb-1-tb-ssd-mac-os-monterey-mk1a3hn-a/p/itm00aac391057cc?pid=COMG7X7HZUE3M2HP&lid=LSTCOMG7X7HZUE3M2HPIKXYJ8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_269&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMG7X7HZUE3M2HP.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
269,"ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EA-KA501WS Thin and Light Laptop  (14 inch, Celestial Blue, 1.62 kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated Iris Xe,Windows 11 Home,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,1.62 kg,Yes,NO,512 GB,NO HDD,"₹74,990",https://www.flipkart.com/asus-zenbook-duo-14-2021-touch-panel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-ux482ea-ka501ws-thin-light-laptop/p/itmbcb17fad86a3f?pid=COMGBF3ST75A4SYW&lid=LSTCOMGBF3ST75A4SYWWSC8CX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_270&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGBF3ST75A4SYW.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
270,"APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z160000Z1  (13.6 Inch, Midnight, 1.24 Kg)",Thin and Light Laptop,M2,8 GB,NA,Mac OS Monterey,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,1.24 Kg,No,NO,512 GB,NO HDD,"₹1,31,990",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-z160000z1/p/itmb151d6910e011?pid=COMGHJEAXA343RNS&lid=LSTCOMGHJEAXA343RNSPZHI4N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_271&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGHJEAXA343RNS.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
271,"Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 82JQ00JCIN|82JQ0062IN|82JQ011FIN Gaming Laptop  (16 inch, Storm Grey (top), Black (bottom), 2.45 kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,40.64 cm (16 inch),2560 x 1600 Pixel,2.45 kg,Yes,NO,1 TB,NO HDD,"₹1,31,490",https://www.flipkart.com/lenovo-legion-5-pro-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-82jq00jcin-82jq0062in-82jq011fin-gaming-laptop/p/itmb0758282c84db?pid=COMG6ZFCB5CP39HX&lid=LSTCOMG6ZFCB5CP39HXUACVZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_272&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_I%2BvhKHjyDv4wvYlFZyAD9uN686rrmIX3fTt1CsTfY0uqSwQEn9txbXzFlfBXOc6oLxrrwQN2u3aHPvxWb%2FlLog%3D%3D&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
272,"ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m15R3 Gaming Laptop  (15.6 inch, Lunar Light, 2.5 kg, With MS Office)",Gaming Laptop,Core i7,16 GB,NVIDIA GeForce RTX 2070,Windows 10 Home,No,39.62 cm (15.6 inch),3840 x 2160 Pixel,2.5 kg,Yes,NO,1 TB,NO HDD,"₹2,50,000",https://www.flipkart.com/alienware-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-m15r3-gaming-laptop/p/itma2edefedebbd9?pid=COMFTC4YDDK9K8KE&lid=LSTCOMFTC4YDDK9K8KEHT5T0D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_273&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMFTC4YDDK9K8KE.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
273,"DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop  (13.3 Inch, Platinum Silver, 1.25 Kg, With MS Office)",Thin and Light Laptop,Core i5,16 GB,Intel Integrated UHD,Windows 11 Home,No,33.78 cm (13.3 Inch),1920 x 1080 Pixel,1.25 Kg,Yes,NO,512 GB,NO HDD,"₹78,190",https://www.flipkart.com/dell-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-inspiron-5320-thin-light-laptop/p/itm98ea325ac2499?pid=COMGFPGXDA6KTNXY&lid=LSTCOMGFPGXDA6KTNXY9OGB6Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_274&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGFPGXDA6KTNXY.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
274,"MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600M/144 Hz) Alpha 15 B5EEK-029IN Gaming Laptop  (15.6 inch, Black, 2.35 kg)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,AMD Radeon RX6600M,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.35 kg,No,NO,1 TB,NO HDD,"₹98,990",https://www.flipkart.com/msi-alpha-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-amd-radeon-rx6600m-144-hz-b5eek-029in-gaming-laptop/p/itm3df644c09e208?pid=COMG5AWTKZNFCVFT&lid=LSTCOMG5AWTKZNFCVFT5U6GVU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_275&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMG5AWTKZNFCVFT.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
275,"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) IdeaPad Gaming3 15ACH6D2 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 Kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 Kg,Yes,NO,512 GB,NO HDD,"₹76,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-15ach6d2-laptop/p/itmd92c6762aa792?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_276&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_I%2BvhKHjyDv4wvYlFZyAD9uN686rrmIX3fTt1CsTfY0s1aiRbqET6%2Fo5q3%2BPzf%2BfUo%2F5EHTIhD9ESOjDfMDQZ0w%3D%3D&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
